AUT,Gelato Giants,2444
AUT,Polar Precision,2702
AUT,Hero Hangouts,1549
AUT,Soaring Schiehallions,1772
AUT,Bellasi Bronzino,1657
AUT,Optimistic in Orange,1648
AUT,Rinksy Racing,1518
AUT,Musical Bears,2455
AUT,Fauve F1,2465
AUT,Light House,1861
AUT,carter.morris.racing,2176
AUT,Clojos,2281
AUT,DunnDuck,2072
AUT,DunnPro,1673
AUT,DunnIt,1673
