CAN,Gelato Giants,2090
CAN,Polar Precision,2328
CAN,Hero Hangouts,1275
CAN,Soaring Schiehallions,1475
CAN,Bellasi Bronzino,1331
CAN,Optimistic in Orange,1322
CAN,Rinksy Racing,1231
CAN,Musical Bears,2091
CAN,Fauve F1,2091
CAN,Light House,1533
CAN,carter.morris.racing,1820
CAN,Clojos,1913
CAN,DunnDuck,1727
CAN,DunnPro,1387
CAN,DunnIt,1413
